"species_id","common_name","scientific_name","species_num_cd"
"UNDU","Unidentified Duck","Anatinae (gen, sp)",NA
"UNFL","Unidentified Flycatcher","Tyrannidae (gen, sp)",NA
"UNHA","Unidentified Hawk","Accipitridae (gen, sp)",NA
"UNHU","Unidentified Hummingbird","Trochilidae (gen, sp)",440.9
"UNIC","Uniform Crake","Amaurolimnas concolor",NA
"UNJA","Unicolored Jay","Aphelocoma unicolor",NA
"UNOW","Unidentified Owl","Strigidae (gen, sp)",NA
"UNSA","Unidentified Sapsucker","Sphyrapicus (sp)",NA
"UNSP","Unidentified Sparrow","Emberizidae (gen, sp)",NA
"UNSW","Unidentified Swallow","Hirundidae (gen, sp)",NA
"UNTE","Unidentified Teal","Anas (sp)",140.1
"UNTH","Unidentified Thrush","Turdidae (gen, sp)",NA
"UNWA","Unidentified Warbler","Parulidae (gen, sp)",NA
"UNWO","Unidentified Woodpecker","Picadae (gen, sp)",NA
"UNWR","Unidentified Wren","Troglodytidae (gen, sp)",NA
"UPCH","Unidentified Poecile Chickadee","Poecile (sp)",NA
"UPSA","Upland Sandpiper","Bartramia longicauda",261
"UPTA","Unidentified Piranga Tanager","Piranga (sp)",NA
"USHU","Unidentified Selasphorus Hummingbird","Selaphorus (sp)",NA
"USWO","Unspotted Saw-whet Owl","Aegolius ridgwayi",NA
"VABU","Varied Bunting","Passerina versicolor",600
"VAFL","Variegated Flycatcher","Empidonomus varius",NA
"VASE","Variable Seedeater","Sporophila americana",NA
"VASO","Varied Solitaire","Myadestes coloratus",NA
"VASW","Vaux's Swift","Chaetura vauxi",424
"VATH","Varied Thrush","Ixoreus naevius",763
"VBHU","Violet-bellied Hummingbird","Damophila julie",NA
"VCAH","Violet-capped Hummingbird","Goldmania violiceps",NA
"VCHU","Violet-crowned Hummingbird","Amazilia violiceps",439.1
"VCWO","Violet-crowned Woodnymph","Thalurania colombica",NA
"VEER","Veery","Catharus fuscescens",756
"VEFL","Vermilion Flycatcher","Pyrocephalus rubinus",471
"VEHU","Vervain Hummingbird","Mellisuga minima",NA
"VEMA","Veraguan Mango","Anthracothorax veraguensis",NA
"VERD","Verdin","Auriparus flaviceps",746
"VESO","Vermiculated Screech-Owl","Megascops guatemalae",NA
"VESP","Vesper Sparrow","Pooecetes gramineus",540
"VGSW","Violet-green Swallow","Tachycineta thalassina",615
"VHHU","Violet-headed Hummingbird","Klais guimeti",NA
"VIDA","Viridian Dacnis","Dacnis viguieri",NA
"VIQD","Violaceous Quail-Dove","Geotrygon violacea",NA
"VIRA","Virginia Rail","Rallus limicola",212
"VISA","Violet Sabrewing","Campylopterus hemileucurus",NA
"VITR","Violaceous Trogon","Trogon violaceus",NA
"VITW","Vitelline Warbler","Dendroica vitellina",NA
"VIWA","Virginia's Warbler","Vermivora virginiae",644
"VIWE","Village Weaver","Ploceus cucullatus",NA
"VOHU","Volcano Hummingbird","Selasphorus flammula",NA
"VOJU","Volcano Junco","Junco vulcani",NA
"WAAL","Wandering Albatross","Diomedea exulans",81.1
"WAJA","Wattled Jacana","Jacana jacana",NA
"WATA","Wandering Tattler","Tringa incana",259
"WAVI","Warbling Vireo","Vireo gilvus",627
"WBAA","Wing-banded Antbird","Myrmornis torquata",NA
"WBCH","White-bellied Chachalaca","Ortalis leucogastra",NA
"WBEA","White-bellied Antbird","Myrmeciza longipes",NA
"WBEM","White-bellied Emerald","Amazilia candida",NA
"WBMG","White-bellied Mountain-gem","Lampornis hemileucus",NA
"WBNU","White-breasted Nuthatch","Sitta carolinensis",727
"WBTH","White-breasted Thrasher","Ramphocinclus brachyurus",NA
"WBWO","Wedge-billed Woodcreeper","Glyphorynchus spirurus",NA
"WBWR","White-bellied Wren","Uropsila leucogastra",NA
"WBWW","White-breasted Wood-Wren","Henicorhina leucosticta",NA
"WCCO","White-crested Coquette","Lophornis adorabilis",NA
"WCHP","White-cheeked Pintail","Anas bahamensis",143.1
"WCHS","White-chinned Swift","Cypseloides cryptus",NA
"WCOM","White-collared Manakin","Manacus candei",NA
"WCPA","White-crowned Parrot","Pionus senilis",NA
"WCPI","White-crowned Pigeon","Patagioenas leucocephala",314
"WCRM","White-crowned Manakin","Pipra pipra",NA
"WCSE","White-collared Seedeater","Sporophila torqueola",602
"WCSP","White-crowned Sparrow","Zonotrichia leucophrys",554
"WCSW","White-collared Swift","Streptoprocne zonaris",NA
"WCTH","White-chinned Thrush","Turdus aurantius",912.2
"WEBL","Western Bluebird","Sialia mexicana",767
"WECO","White-eared Conebill","Conirostrum leucogenys",NA
"WECT","Western Chat-Tanager","Calyptophilus tertius",NA
"WEFL","Western Flycatcher","Empidonax difficilis/occid.",464.9
"WEGR","Western Grebe","Aechmophorus occidentalis",1
"WEGS","White-eared Ground-Sparrow","Melozone leucotis",NA
"WEGU","Western Gull","Larus occidentalis",49
"WEHU","White-eared Hummingbird","Hylocharis leucotis",440.1
"WEKI","Western Kingbird","Tyrannus verticalis",447
"WEME","Western Meadowlark","Sturnella neglecta",501.1
"WERH","Western Reef-Heron","Egretta gularis",NA
"WESA","Western Sandpiper","Calidris mauri",247
"WESJ","Western Scrub-Jay","Aphelocoma californica",481
"WESO","Western Screech-Owl","Megascops kennicottii",373.2
"WESP","Western Spindalis","Spindalis zena",NA
"WETA","Western Tanager","Piranga ludoviciana",607
"WETH","White-eyed Thrush","Turdus jamaicensis",912
"WEVI","White-eyed Vireo","Vireo griseus",631
"WEWA","Worm-eating Warbler","Helmitheros vermivorum",639
"WEWP","Western Wood-Pewee","Contopus sordidulus",462
"WFAQ","White-faced Quail-Dove","Geotrygon albifacies",NA
"WFIB","White-faced Ibis","Plegadis chihi",187
"WFLA","White-flanked Antwren","Myrmotherula axillaris",NA
"WFNU","White-fronted Nunbird","Monasa morphoeus",NA
"WFPA","White-fronted Parrot","Amazona albifrons",NA
"WFRA","White-fringed Antwren","Formicivora grisea",NA
"WFRQ","White-fronted Quail-Dove","Geotrygon leucometopia",NA
"WFSP","White-faced Storm-Petrel","Pelagodroma marina",111
"WFSW","White-fronted Swift","Cypseloides storeri",NA
"WFWD","White-faced Whistling-Duck","Dendrocygna viduata",178.1
"WGSH","White-cr. X Golden-cr. Sparrow Hybrid","Zonotrichia leuc. x atricap.",NA
"WGWH","Western X Glaucous-winged Gull Hybrid","Larus occid. x gluaces.",NA
"WHAU","Whiskered Auklet","Aethia pygmaea",19
"WHCR","Whooping Crane","Grus americana",204
"WHHA","White Hawk","Leucopternis albicollis",NA
"WHIB","White Ibis","Eudocimus albus",184
"WHIM","Whimbrel","Numenius phaeopus",265
"WHIW","Whistling Warbler","Catharopeza bishopi",NA
"WHOS","Whooper Swan","Cygnus cygnus",179
"WHSO","Whiskered Screech-Owl","Megascops trichopsis",373.1
"WHST","Whiskered Tern","Chlidonias hybrida",NA
"WHSW","Whistling Swan","Cygnus c. columbianus",180
"WHTT","White Tern","Gygis alba",NA
"WHWA","White Wagtail","Motacilla alba",694
"WHWO","White-headed Woodpecker","Picoides albolarvatus",399
"WHWR","White-headed Wren","Campylorhynchus albobrunneus",NA
"WIFL","Willow Flycatcher","Empidonax traillii",466
"WILL","Willet","Tringa semipalmata",258
"WILW","Willow Warbler","Phylloscopus trochilus",NA
"WIPH","Wilson's Phalarope","Phalaropus tricolor",224
"WIPL","Wilson's Plover","Charadrius wilsonia",280
"WIPT","Willow Ptarmigan","Lagopus lagopus",NA
"WISA","Williamson's Sapsucker","Sphyrapicus thyroideus",404
"WISN","Wilson's Snipe","Gallinago delicata",230
"WISP","Wilson's Storm-Petrel","Oceanites oceanicus",109
"WITU","Wild Turkey","Meleagris gallopavo",310
"WIWA","Wilson's Warbler","Wilsonia pusilla",685
"WIWD","West Indian Whistling-Duck","Dendrocygna arborea",177.1
"WIWO","West Indian Woodpecker","Melanerpes superciliaris",409.2
"WIWR","Winter Wren","Troglodytes troglodytes",722
"WLGN","White-lored Gnatcatcher","Polioptila albiloris",NA
"WLTA","White-lined Tanager","Tachyphonus rufus",NA
"WMBH","Western X Mountain Bluebird Hybrid","Sialia mex. x currucoid.",NA
"WMCH","West Mexican Chachalaca","Ortalis poliocephala",NA
"WMHA","Western Marsh Harrier","Circus aeruginosus",NA
"WNBF","White-naped Brush-Finch","Atlapetes albinucha",NA
"WNCR","White-necked Crow","Corvus leucognaphalus",487.1
"WNJA","White-necked Jacobin","Florisuga mellivora",NA
"WNPE","White-necked Petrel","Pterodroma cervicalis",NA
"WNPU","White-necked Puffbird","Notharchus macrorhynchos",NA
"WNSW","White-naped Swift","Streptoprocne semicollaris",NA
"WODU","Wood Duck","Aix sponsa",144
"WOSA","Wood Sandpiper","Tringa glareola",NA
"WOSP","Worthen's Sparrow","Spizella wortheni",564
"WOST","Wood Stork","Mycteria americana",188
"WOTH","Wood Thrush","Hylocichla mustelina",755
"WOWA","Wood Warbler","Phylloscopus sibilatrix",747.3
"WPWA","Western Palm Warbler","Dendroica p. palmarum",672
"WPWI","Whip-poor-will","Caprimulgus vociferus",417
"WREN","Wrentit","Chamaea fasciata",742
"WRET","Wrenthrush","Zeledonia coronata",NA
"WRFL","White-ringed Flycatcher","Conopias albovittatus",NA
"WRMA","White-ruffed Manakin","Corapipo altera",NA
"WRSA","White-rumped Sandpiper","Calidris fuscicollis",240
"WRSH","White-rumped Shama","Copsychus malabaricus",769
"WRSP","Wedge-rumped Storm-Petrel","Oceanodroma tethys",106.3
"WSLA","Western Slaty-Antshrike","Thamnophilus atrinucha",NA
"WSTA","White-shouldered Tanager","Tachyphonus luctuosus",NA
"WSWO","White-striped Woodcreeper","Lepidocolaptes leucogaster",NA
"WTAH","White-tailed Hummingbird","Eupherusa poliocerca",NA
"WTAT","White-tailed Trogon","Trogon viridis",NA
"WTCR","White-throated Crake","Laterallus albigularis",NA
"WTDO","White-tipped Dove","Leptotila verreauxi",318
"WTEA","White-tailed Eagle","Haliaeetus albicilla",NA
"WTEM","White-tailed Emerald","Elvira chionura",NA
"WTFL","White-throated Flycatcher","Empidonax albigularis",NA
"WTGF","Wedge-tailed Grass-Finch","Emberizoides herbicola",NA
"WTGS","White-thighed Swallow","Neochelidon tibialis",NA
"WTHA","White-tailed Hawk","Buteo albicaudatus",341
"WTHH","Wine-throated Hummingbird","Atthis ellioti",NA
"WTJA","White-throated Jay","Cyanolyca mirabilis",NA
"WTKI","White-tailed Kite","Elanus leucurus",328
"WTMG","White-throated Mountain-gem","Lampornis castaneoventris",NA
"WTMJ","White-throated Magpie-Jay","Calocitta formosa",NA
"WTNE","White-throated Needletail","Hirundapus caudacutus",NA
"WTNI","White-tailed Nightjar","Caprimulgus cayennensis",NA
"WTPT","White-tailed Ptarmigan","Lagopus leucura",304
"WTRO","White-throated Robin","Turdus assimilis",NA
"WTRS","White-throated Spadebill","Platyrinchus mystaceus",NA
"WTSA","Wedge-tailed Sabrewing","Campylopterus curvipennis",NA
"WTSH","Wedge-tailed Shearwater","Puffinus pacificus",96.1
"WTSI","White-tipped Sicklebill","Eutoxeres aquila",NA
"WTSP","White-throated Sparrow","Zonotrichia albicollis",558
"WTST","White-throated Shrike-Tanager","Lanio leucothorax",NA
"WTSW","White-throated Swift","Aeronautes saxatalis",425
"WTTO","White-throated Towhee","Pipilo albicollis",NA
"WTTR","White-tailed Tropicbird","Phaethon lepturus",112
"WVEU","White-vented Euphonia","Euphonia minuta",NA
"WVPL","White-vented Plumeleteer","Chalybura buffonii",NA
"WWBE","White-winged Becard","Pachyramphus polychopterus",NA
"WWCR","White-winged Crossbill","Loxia leucoptera",522
"WWDO","White-winged Dove","Zenaida asiatica",319
"WWJU","White-winged Junco","Junco h. aikeni",566
"WWPA","White-winged Parakeet","Brotogeris versicolurus",NA
"WWPU","White-whiskered Puffbird","Malacoptila panamensis",NA
"WWSC","White-winged Scoter","Melanitta fusca",165
"WWTA","White-winged Tanager","Piranga leucoptera",NA
"WWTE","White-winged Tern","Chlidonias leucopterus",78
"WWWA","White-winged Warbler","Xenoligea montana",NA
"XAHU","Xantus's Hummingbird","Hylocharis xantusii",440
"XAMU","Xantus's Murrelet","Synthliboramphus hypoleucus",25
"YBBU","Yellow-breasted Bunting","Emberiza aureola",NA
"YBCA","Yellow-billed Cardinal","Paroaria capitata",592.3
"YBCH","Yellow-breasted Chat","Icteria virens",683
"YBCO","Yellow-billed Cotinga","Carpodectes antoniae",NA
"YBCR","Yellow-breasted Crake","Porzana flaviventer",213.1
"YBCU","Yellow-billed Cuckoo","Coccyzus americanus",387
"YBEL","Yellow-bellied Elaenia","Elaenia flavogaster",909.9
"YBFL","Yellow-bellied Flycatcher","Empidonax flaviventris",463
"YBIC","Yellow-billed Cacique","Amblycercus holosericeus",NA
"YBLO","Yellow-billed Loon","Gavia adamsii",8
"YBMA","Yellow-billed Magpie","Pica nuttalli",476
"YBOR","Yellow-backed Oriole","Icterus chrysater",NA
"YBPA","Yellow-billed Parrot","Amazona collaria",NA
"YBSA","Yellow-bellied Sapsucker","Sphyrapicus varius",402
"YBSE","Yellow-bellied Seedeater","Sporophila nigricollis",918.2
"YBSI","Yellow-bellied Siskin","Carduelis xanthogastra",NA
"YBSV","Yellow-browed Shrike-Vireo","Vireolanius eximius",NA
"YBTA","Yellow-backed Tanager","Hemithraupis flavicollis",NA
"YBTE","Yellow-billed Tern","Sternula superciliaris",NA
"YBTY","Yellow-bellied Tyrannulet","Ornithion semiflavum",NA
"YBWA","Yellow-browed Warbler","Phylloscopus inornatus",NA
"YCBI","Yellow-crowned Bishop","Euplectes afer",NA
"YCCH","Yellow-collared Chlorophonia","Chlorophonia flavirostris",NA
"YCEU","Yellow-crowned Euphonia","Euphonia luteicapilla",NA
"YCNH","Yellow-crowned Night-Heron","Nyctanassa violacea",203
"YCPA","Yellow-crowned Parrot","Amazona ochrocephala",NA
"YCTY","Yellow-crowned Tyrannulet","Tyrannulus elatus",NA
"YEBI","Yellow Bittern","Ixobrychus sinensis",NA
"YEFL","Yellowish Flycatcher","Empidonax flavescens",NA
"YEGR","Yellow Grosbeak","Pheucticus chrysopeplus",596.1
"YEJU","Yellow-eyed Junco","Junco phaeonotus",570
"YEPI","Yellowish Pipit","Anthus lutescens",NA
"YERA","Yellow Rail","Coturnicops noveboracensis",215
"YETO","Yellow-eared Toucanet","Selenidera spectabilis",NA
"YETY","Yellow Tyrannulet","Capsiempis flaveola",NA
"YFCA","Yellow-fronted Canary","Serinus mozambicus",533.2
"YFGR","Yellow-faced Grassquit","Tiaris olivaceus",603.2
"YFGU","Yellow-footed Gull","Larus livens",49.1
"YGFI","Yellow-green Finch","Pselliophorus luteoviridis",NA
"YGGR","Yellow-green Grosbeak","Caryothraustes canadensis",NA
"YGTY","Yellow-green Tyrannulet","Phylloscartes flavovirens",NA
"YGVI","Yellow-green Vireo","Vireo flavoviridis",625
"YHBL","Yellow-headed Blackbird","Xanthocephalus xanthocephalus",497
"YHCA","Yellow-headed Caracara","Milvago chimachima",NA
"YHPA","Yellow-headed Parrot","Amazona oratrix",NA
"YHWA","Yellow-headed Warbler","Teretistris fernandinae",NA
"YLGU","Yellow-legged Gull","Larus cachinnans",NA
"YLPA","Yellow-lored Parrot","Amazona xantholora",NA
"YMFL","Yellow-margined Flycatcher","Tolmomyias assimilis",NA
"YNAL","Yellow-nosed Albatross","Thalassarche chlororhynchos",83
"YNPA","Yellow-naped Parrot","Amazona auropalliata",NA
"YOFL","Yellow-olive Flycatcher","Tolmomyias sulphurescens",NA
"YPWA","Yellow Palm Warbler","Dendroica p. hypochrysea",672.9
"YRCA","Yellow-rumped Cacique","Cacicus cela",NA
"YRWA","Yellow-rumped Warbler","Dendroica coronata",NA
"YSBL","Yellow-shouldered Blackbird","Agelaius xanthomus",500.2
"YSFL","Yellow-shafted Flicker","Colaptes a. auratus",412
"YSGR","Yellow-shouldered Grassquit","Loxipasser anoxanthus",917.6
"YTBT","Yellow-throated Bush-Tanager","Chlorospingus flavigularis",NA
"YTBU","Yellow-throated Bunting","Emberiza elegans",NA
"YTEU","Yellow-throated Euphonia","Euphonia hirundinacea",NA
"YTFI","Yellow-thighed Finch","Pselliophorus tibialis",NA
"YTOR","Yellow-tailed Oriole","Icterus mesomelas",NA
"YTVI","Yellow-throated Vireo","Vireo flavifrons",628
"YTWA","Yellow-throated Warbler","Dendroica dominica",663
"YUFL","Yucatan Flycatcher","Myiarchus yucatanensis",NA
"YUJA","Yucatan Jay","Cyanocorax yucatanicus",NA
"YUNI","Yucatan Nightjar","Caprimulgus badius",NA
"YUPO","Yucatan Poorwill","Nyctiphrynus yucatanicus",NA
"YUVI","Yucatan Vireo","Vireo magister",NA
"YUWO","Yucatan Woodpecker","Melanerpes pygmaeus",NA
"YUWR","Yucatan Wren","Campylorhynchus yucatanicus",NA
"YWAR","Yellow Warbler","Dendroica petechia",652
"YWCA","Yellow-winged Cacique","Cacicus melanicterus",NA
"YWTA","Yellow-winged Tanager","Thraupis abbas",NA
"YWVI","Yellow-winged Vireo","Vireo carmioli",NA
"ZARA","Zapata Rail","Cyanolimnas cerverai",NA
"ZASP","Zapata Sparrow","Torreornis inexpectata",NA
"ZAWR","Zapata Wren","Ferminia cerverai",NA
"ZEBD","Zebra Dove","Geopelia striata",315.3
"ZEND","Zenaida Dove","Zenaida aurita",317
"ZTHA","Zone-tailed Hawk","Buteo albonotatus",340
