species_id	common_name	scientific_name	species_num_cd
LAAL	Laysan Albatross	Phoebastria immutabilis	82.099999999999994
LABD	Labrador Duck	Camptorhynchus labradorius	156
LAFA	Laughing Falcon	Herpetotheres cachinnans	
LAFI	Laysan Finch	Telespiza cantans	774
LAFL	Lesser Antillean Flycatcher	Myiarchus oberi	
LAGO	Lawrence's Goldfinch	Carduelis lawrencei	531
LAGU	Laughing Gull	Larus atricilla	58
LAHO	Lanai Hookbill	Dysmorodrepanis munroi	
LALO	Lapland Longspur	Calcarius lapponicus	536
LAMO	Lanceolated Monklet	Micromonacha lanceolata	
LANB	Lesser Antillean Bullfinch	Loxigilla noctis	
LANW	Lanceolated Warbler	Locustella lanceolata	747.5
LAPE	Lesser Antillean Pewee	Contopus latirostris	462.19999999999999
LARA	Laysan Rail	Porzana palmeri	
LARB	Lark Bunting	Calamospiza melanocorys	605
LASA	Lesser Antillean Saltator	Saltator albicollis	
LASP	Lark Sparrow	Chondestes grammacus	552
LASW	Lesser Antillean Swift	Chaetura martinica	
LATA	Lesser Antillean Tanager	Tangara cucullata	
LATM	Lance-tailed Manakin	Chiroxiphia lanceolata	
LAVW	Lavender Waxbill	Estrilda caerulescens	806
LAWA	Lawrence's Warbler	Vermivora pinus x chrysopt.	641.29999999999995
LAYD	Laysan Duck	Anas laysanensis	
LAZB	Lazuli Bunting	Passerina amoena	599
LBBG	Lesser Black-backed Gull	Larus fuscus	50
LBCU	Long-billed Curlew	Numenius americanus	264
LBDO	Long-billed Dowitcher	Limnodromus scolopaceus	232
LBFH	Laysan X Black-foot. Albatross Hybrid	Phoebastria immut. X nigripes	
LBGN	Long-billed Gnatwren	Ramphocaenus melanurus	
LBHE	Little Blue Heron	Egretta caerulea	200
LBIH	Long-billed Hermit	Phaethornis longirostris	
LBMU	Long-billed Murrelet	Brachyramphus perdix	23.100000000000001
LBSP	Large-billed Sparrow	Passerculus s. rostratus	544
LBST	Long-billed Starthroat	Heliomaster longirostris	
LBTE	Large-billed Tern	Phaetusa simplex	
LBTH	Long-billed Thrasher	Toxostoma longirostre	706
LBVI	Least Bell's Vireo	Vireo b. pusillus	633.39999999999998
LBWO	Ladder-backed Woodpecker	Picoides scalaris	396
LCGO	Large Canada Goose	Branta c. moffitti	172.30000000000001
LCPA	Lilac-crowned Parrot	Amazona finschi	
LCSP	Le Conte's Sparrow	Ammodramus leconteii	548
LCTH	Le Conte's Thrasher	Toxostoma lecontei	711
LEAK	Lesser Akialoa	Hemignathus obscurus	
LEAU	Least Auklet	Aethia pusilla	20
LEBI	Least Bittern	Ixobrychus exilis	191
LEEL	Lesser Elaenia	Elaenia chiriquensis	
LEFL	Least Flycatcher	Empidonax minimus	467
LEFR	Lesser Frigatebird	Fregata ariel	128.19999999999999
LEGC	Lesser Ground-Cuckoo	Morococcyx erythropygus	
LEGO	Lesser Goldfinch	Carduelis psaltria	530
LEGP	Lesser Golden-Plover	Pluvialis dominica/fulva	272.89999999999998
LEGR	Least Grebe	Tachybaptus dominicus	5
LEKF	Lesser Koa-Finch	Rhodacanthis flaviceps	
LEKI	Lesser Kiskadee	Pitangus lictor	
LENI	Lesser Nighthawk	Chordeiles acutipennis	421
LEOW	Long-eared Owl	Asio otus	366
LEPA	Least Pauraque	Siphonorhis brewsteri	
LEPC	Lesser Prairie-Chicken	Tympanuchus pallidicinctus	307
LERO	Lesser Roadrunner	Geococcyx velox	
LESA	Least Sandpiper	Calidris minutilla	242
LESC	Lesser Scaup	Aythya affinis	149
LESG	Lesser Greenlet	Hylophilus decurtatus	
LESP	Leach's Storm-Petrel	Oceanodroma leucorhoa	106
LETE	Least Tern	Sternula antillarum	74
LEWH	Lesser Whitethroat	Sylvia curruca	
LEWO	Lewis's Woodpecker	Melanerpes lewis	408
LEYE	Lesser Yellowlegs	Tringa flavipes	255
LFFI	Large-footed Finch	Pezopetes capitalis	
LIBH	Lazuli x Indigo Bunting Hybrid	Passerina amoena x cyanea	
LIBU	Little Bunting	Emberiza pusilla	535.20000000000005
LICU	Little Curlew	Numenius minutus	
LIEG	Little Egret	Egretta garzetta	196.09999999999999
LIFG	Lineated Foliage-gleaner	Syndactyla subalaris	
LIGU	Little Gull	Larus minutus	60.100000000000001
LIMP	Limpkin	Aramus guarauna	207
LISH	Little Shearwater	Puffinus assimilis	92.099999999999994
LISP	Lincoln's Sparrow	Melospiza lincolnii	583
LIST	Little Stint	Calidris minuta	
LITC	Little Cuckoo	Coccycua minuta	
LITE	Little Tern	Sternula albifrons	74.099999999999994
LITI	Little Tinamou	Crypturellus soui	
LIWO	Lineated Woodpecker	Dryocopus lineatus	
LMAL	Light-mantled Albatross	Phoebetria palpebrata	
LOCO	Lovely Cotinga	Cotinga amabilis	
LOKI	Loggerhead Kingbird	Tyrannus caudifasciatus	445.19999999999999
LOSH	Loggerhead Shrike	Lanius ludovicianus	622
LOTM	Long-tailed Manakin	Chiroxiphia linearis	
LOWA	Louisiana Waterthrush	Seiurus motacilla	676
LRPL	Little Ringed Plover	Charadrius dubius	276
LSAP	Lesser Sand-Plover	Charadrius mongolus	279
LSFL	La Sagra's Flycatcher	Myiarchus sagrae	
LSGB	Lesser Snow Goose Blue-morph	Chen c. caerulescens	
LSGI	Lesser Snow Goose Intermediate-morph	Chen c. caerulescens	
LSGW	Lesser Snow Goose White-morph	Chen c. caerulescens	
LSTA	Lemon-spectacled Tanager	Chlorothraupis olivacea	
LSTH	La Selle Thrush	Turdus swalesi	
LSTP	Least Storm-Petrel	Oceanodroma microsoma	103
LSTS	Lesser Swallow-tailed Swift	Panyptila cayennensis	
LTDU	Long-tailed Duck	Clangula hyemalis	154
LTJA	Long-tailed Jaeger	Stercorarius longicaudus	38
LTSA	Long-tailed Sabrewing	Campylopterus excellens	
LTSF	Long-tailed Silky-flycatcher	Ptilogonys caudatus	
LTST	Long-toed Stint	Calidris subminuta	242.09999999999999
LTTR	Lattice-tailed Trogon	Trogon clathratus	
LTTY	Long-tailed Tyrant	Colonia colonus	
LTWO	Long-tailed Woodcreeper	Deconychura longicauda	
LTWP	Long-tailed Wood-Partridge	Dendrortyx macroura	
LUHU	Lucifer Hummingbird	Calothorax lucifer	437
LUWA	Lucy's Warbler	Vermivora luciae	643
LWFG	Lesser White-fronted Goose	Anser erythropus	171.30000000000001
LYHV	Lesser Yellow-headed Vulture	Cathartes burrovianus	
MAAL	Maui Alauahio	Paroreomyza montana	
MABH	Mangrove Black-Hawk	Buteogallus subtilis	
MABO	Masked Booby	Sula dactylatra	114
MACU	Mangrove Cuckoo	Coccyzus minor	386
MADU	Masked Duck	Nomonyx dominicus	168
MAFR	Magnificent Frigatebird	Fregata magnificens	128
MAGO	Marbled Godwit	Limosa fedoa	249
MAHU	Magnificent Hummingbird	Eugenes fulgens	426
MALL	Mallard	Anas platyrhynchos	132
MAMU	Marbled Murrelet	Brachyramphus marmoratus	23
MANH	Mangrove Hummingbird	Amazilia boucardi	
MANS	Mangrove Swallow	Tachycineta albilinea	
MAOR	Martinique Oriole	Icterus bonana	
MAPA	Maui Parrotbill	Pseudonestor xanthophrys	781
MASA	Marsh Sandpiper	Tringa stagnatilis	
MASH	Manx Shearwater	Puffinus puffinus	90
MASP	Markham's Storm-Petrel	Oceanodroma markhami	
MASW	Mariana Swiftlet	Aerodramus bartschi	
MATI	Masked Tityra	Tityra semifasciata	
MAVI	Mangrove Vireo	Vireo pallens	
MAWA	Magnolia Warbler	Dendroica magnolia	657
MAWQ	Marbled Wood-Quail	Odontophorus gujanensis	
MAWR	Marsh Wren	Cistothorus palustris	725
MAYE	Masked Yellowthroat	Geothlypis aequinoctialis	
MCGD	Maroon-chested Ground-Dove	Claravis mondetoura	
MCGO	Minima Cackling Goose	Branta h. minima	
MCLO	McCown's Longspur	Calcarius mccownii	539
MCTY	Mouse-colored Tyrannulet	Phaeomyias murina	
MEAP	Mealy Parrot	Amazona farinosa	
MEBL	Melodious Blackbird	Dives dives	
MECH	Mexican Chickadee	Poecile sclateri	737
MEDU	Mexican Duck	Anas p. diazi	133.09999999999999
MEGU	Mew Gull	Larus canus	55
MEJA	Mexican Jay	Aphelocoma ultramarina	482
MERL	Merlin	Falco columbarius	357
MESH	Mexican Sheartail	Doricha eliza	
MEWO	Mexican Woodnymph	Thalurania ridgwayi	
MEXP	Mexican Parrotlet	Forpus cyanopygius	
MFPA	Maroon-fronted Parrot	Rhynchopsitta terrisi	
MGWA	MacGillivray's Warbler	Oporornis tolmiei	680
MIGW	Middendorff's Grasshopper-Warbler	Locustella ochotensis	747.10000000000002
MIKI	Mississippi Kite	Ictinia mississippiensis	329
MILL	Millerbird	Acrocephalus familiaris	746.20000000000005
MIMA	Military Macaw	Ara militaris	
MIPA	Mitred Parakeet	Aratinga mitrata	
MKBU	McKay's Bunting	Plectrophenax hyperboreus	535
MOAN	Moustached Antwren	Myrmotherula ignota	
MOBL	Mountain Bluebird	Sialia currucoides	768
MOCH	Mountain Chickadee	Poecile gambeli	738
MODO	Mourning Dove	Zenaida macroura	316
MODU	Mottled Duck	Anas fulvigula	134
MOEL	Mountain Elaenia	Elaenia frantzii	
MONQ	Montezuma Quail	Cyrtonyx montezumae	296
MOOW	Mottled Owl	Ciccaba virgata	
MOPA	Monk Parakeet	Myiopsitta monachus	382.5
MOPE	Mottled Petrel	Pterodroma inexpectata	99
MOPL	Mountain Plover	Charadrius montanus	281
MORI	Montserrat Oriole	Icterus oberi	
MORO	Mountain Robin	Turdus plebejus	
MOTO	Montezuma Oropendola	Psarocolius montezuma	
MOTR	Mountain Trogon	Trogon mexicanus	
MOUQ	Mountain Quail	Oreortyx pictus	292
MOWA	Mourning Warbler	Oporornis philadelphia	679
MTWO	Magenta-throated Woodstar	Calliphlox bryantae	
MUDU	Muscovy Duck	Cairina moschata	102.09999999999999
MUFL	Mugimaki Flycatcher	Ficedula mugimaki	
MUPE	Murphy's Petrel	Pterodroma ultima	100.09999999999999
MUSW	Mute Swan	Cygnus olor	178.19999999999999
MWCS	Mountain White-crowned Sparrow	Zonotrichia l. oriantha	554.60000000000002
MWYA	Unknown		
MYMA	Unknown		
MYWA	Myrtle Warbler	Dendroica c. coronata	655
NABO	Nazca Booby	Sula granti	114.2
NAFL	Narcissus Flycatcher	Ficedula narcissina	
NAWA	Nashville Warbler	Vermivora ruficapilla	645
NAWR	Nava's Wren	Hylorchilus navai	
NBTO	Narrow-billed Tody	Todus angustirostris	
NECO	Neotropic Cormorant	Phalacrocorax brasilianus	121
NEGU	Nelsons Gull	Larus nelsoni	46
NESH	Newell's Shearwater	Puffinus a. newelli	93.200000000000003
NFIN	Northern Flicker Intergrade	Colaptes a.auratus x cafer	
NHOW	Northern Hawk Owl	Surnia ulula	377
NIFI	Nihoa Finch	Telespiza ultima	775
NIGR	Nicaraguan Grackle	Quiscalus nicaraguensis	
NISF	Nicaraguan Seed-Finch	Oryzoborus nuttingi	
NIWR	Nightingale Wren	Microcerculus philomela	
NOBE	Northern Bentbill	Oncostoma cinereigulare	
NOBO	Northern Bobwhite	Colinus virginianus	289
NOBT	Northern Beardless-Tyrannulet	Camptostoma imberbe	472
NOBW	Northern Barred-Woodcreeper	Dendrocolaptes sanctithomae	
NOCA	Northern Cardinal	Cardinalis cardinalis	593
NOCR	Northwestern Crow	Corvus caurinus	489
NOFL	Northern Flicker	Colaptes auratus	
NOFU	Northern Fulmar	Fulmarus glacialis	86
NOGA	Northern Gannet	Morus bassanus	117
NOGO	Northern Goshawk	Accipiter gentilis	334
NOHA	Northern Harrier	Circus cyaneus	331
NOJA	Northern Jacana	Jacana spinosa	288
NOLA	Northern Lapwing	Vanellus vanellus	269
NOMO	Northern Mockingbird	Mimus polyglottos	703
NOPA	Northern Parula	Parula americana	648
NOPI	Northern Pintail	Anas acuta	143
NOPO	Northern Pygmy-Owl	Glaucidium gnoma	379
NORP	Northern Potoo	Nyctibius jamaicensis	
NOSF	Northern Scrub-Flycatcher	Sublegatus arenarum	
NOWA	Northern Waterthrush	Seiurus noveboracensis	675
NOWH	Northern Wheatear	Oenanthe oenanthe	765
NRWS	Northern Rough-winged Swallow	Stelgidopteryx serripennis	617
NSHO	Northern Shoveler	Anas clypeata	142
NSHR	Northern Shrike	Lanius excubitor	621
NSTS	Nelson's Sharp-tailed Sparrow	Ammodramus nelsoni	549.10000000000002
NSWO	Northern Saw-whet Owl	Aegolius acadicus	372
NUFL	Nutting's Flycatcher	Myiarchus nuttingi	453.10000000000002
NUKU	Nukupuu	Hemignathus lucidus	788
NUMA	Nutmeg Mannikin	Lonchura punctulata	811
NUWO	Nuttall's Woodpecker	Picoides nuttallii	397
NWCS	Nuttall's White-crowned Sparrow	Zonotrichia l. nuttalli	556
OAAL	Oahu Alauahio	Paroreomyza maculata	
OAAM	Oahu Amakihi	Hemignathus flavus	782.10000000000002
OAOO	Oahu Oo	Moho apicalis	
OASP	Oaxaca Sparrow	Aimophila notosticta	
OATI	Oak Titmouse	Baeolophus inornatus	733
OBAE	Olive-backed Euphonia	Euphonia gouldi	
OBAN	Ochre-breasted Antpitta	Grallaricula flavirostris	
OBBU	Orange-breasted Bunting	Passerina leclancherii	
OBEE	Orange-bellied Euphonia	Euphonia xanthogaster	
OBFA	Orange-breasted Falcon	Falco deiroleucus	
OBFL	Ochre-bellied Flycatcher	Mionectes oleagineus	
OBNT	Orange-billed Nightingale-Thrush	Catharus aurantiirostris	742.39999999999998
OBPI	Olive-backed Pipit	Anthus hodgsoni	
OBQD	Olive-backed Quail-Dove	Geotrygon veraguensis	
OBSP	Orange-billed Sparrow	Arremon aurantiirostris	
OBTR	Orange-bellied Trogon	Trogon aurantiiventris	
OCAN	Ocellated Antbird	Phaenostictus mcleannani	
OCAW	Olive-capped Warbler	Dendroica pityophila	
OCBE	One-colored Becard	Pachyramphus homochrous	
OCCR	Ocellated Crake	Micropygia schomburgkii	
OCHW	Orange-cheeked Waxbill	Estrilda melpoda	
OCMA	Orange-collared Manakin	Manacus aurantiacus	
OCOR	Orange-crowned Oriole	Icterus auricapillus	
OCPA	Orange-chinned Parakeet	Brotogeris jugularis	
OCPE	Ochraceous Pewee	Contopus ochraceus	
OCPO	Ocellated Poorwill	Nyctiphrynus ocellatus	
OCQU	Ocellated Quail	Cyrtonyx ocellatus	
OCTH	Ocellated Thrasher	Toxostoma ocellatum	
OCTU	Ocellated Turkey	Meleagris ocellata	
OCWA	Orange-crowned Warbler	Vermivora celata	646
OCWR	Ochraceous Wren	Troglodytes ochraceus	
OCYE	Olive-crowned Yellowthroat	Geothlypis semiflava	
OFPA	Orange-fronted Parakeet	Aratinga canicularis	381.30000000000001
OILB	Oilbird	Steatornis caripensis	
OLFL	Olivaceous Flatbill	Rhynchocyclus olivaceus	
OLOM	Olomao	Myadestes lanaiensis	754.5
OLPI	Olivaceous Piculet	Picumnus olivaceus	
OLSP	Olive Sparrow	Arremonops rufivirgatus	586
OLTA	Olive Tanager	Chlorothraupis carmioli	
OLWA	Olive Warbler	Peucedramus taeniatus	651
OLWO	Olivaceous Woodcreeper	Sittasomus griseicapillus	
OMAO	Omao	Myadestes obscurus	754.10000000000002
ORAN	Orangequit	Euneornis campestris	915.10000000000002
ORAO	Orange Oriole	Icterus auratus	
ORBI	Orange Bishop	Euplectes franciscanus	804.10000000000002
ORCU	Oriental Cuckoo	Cuculus optatus	
ORGO	Orinoco Goose	Neochen jubata	
ORGR	Oriental Greenfinch	Carduelis sinica	526.20000000000005
ORHE	Ornate Hawk-Eagle	Spizaetus ornatus	
ORJU	Oregon Junco	Junco h. oregonus	567.10000000000002
OROR	Orchard Oriole	Icterus spurius	506
ORPR	Oriental Pratincole	Glareola maldivarum	
ORSO	Oriental Scops-Owl	Otus sunia	
ORTD	Oriental Turtle-Dove	Streptopelia orientalis	
ORWA	Oriente Warbler	Teretistris fornsi	
OSFL	Olive-sided Flycatcher	Contopus cooperi	459
OSPR	Osprey	Pandion haliaetus	364
OSTF	Olive-striped Flycatcher	Mionectes olivaceus	
OTPA	Olive-throated Parakeet	Aratinga nana	
OU  	Ou	Psittirostra psittacea	776
OVEN	Ovenbird	Seiurus aurocapilla	674
PAAN	Pacific Antwren	Myrmotherula pacifica	
PAAU	Parakeet Auklet	Aethia psittacula	17
PABU	Painted Bunting	Passerina ciris	601
PACP	Pacific Parakeet	Aratinga strenua	
PACR	Palm Crow	Corvus palmarum	
PAFL	Panama Flycatcher	Myiarchus panamensis	
PAGP	Pacific Golden-Plover	Pluvialis fulva	272.10000000000002
PAIP	Painted Parakeet	Pyrrhura picta	
PAJA	Parasitic Jaeger	Stercorarius parasiticus	37
PALB	Pallas's Bunting	Emberiza pallasi	535.39999999999998
PALI	Palila	Loxioides bailleui	777
PALM	Palmchat	Dulus dominicus	
PALO	Pacific Loon	Gavia pacifica	10
PALT	Palm Tanager	Thraupis palmarum	
PAPE	Parkinson's Petrel	Procellaria parkinsoni	
PAPI	Passenger Pigeon	Ectopistes migratorius	877
PARE	Painted Redstart	Myioborus pictus	688
PASO	Pacific Screech-Owl	Megascops cooperi	
PAST	Passerini's Tanager	Ramphocelus passerinii	
PATY	Paltry Tyrannulet	Zimmerius vilissimus	
PAWA	Palm Warbler	Dendroica palmarum	
PBBA	Prong-billed Barbet	Semnornis frantzii	
PBCR	Paint-billed Crake	Neocrex erythrops	
PBCU	Pearly-breasted Cuckoo	Coccyzus euleri	
PBFI	Peg-billed Finch	Acanthidops bairdii	
PBGD	Plain-breasted Ground-Dove	Columbina minuta	
PBGR	Pied-billed Grebe	Podilymbus podiceps	6
PBHE	Pale-bellied Hermit	Phaethornis anthophilus	
PBIW	Pale-billed Woodpecker	Campephilus guatemalensis	
PBJA	Purplish-backed Jay	Cyanocorax beecheii	
PBQD	Purplish-backed Quail-Dove	Geotrygon lawrencii	
PBRW	Plain-brown Woodcreeper	Dendrocincla fuliginosa	
PBSP	Pale-breasted Spinetail	Synallaxis albescens	
PCFA	Purple-crowned Fairy	Heliothryx barroti	
PCST	Plain-capped Starthroat	Heliomaster constantii	426.10000000000002
PCTA	Plain-colored Tanager	Tangara inornata	
PEBO	Peruvian Booby	Sula variegata	
PECO	Pelagic Cormorant	Phalacrocorax pelagicus	123
PEFA	Peregrine Falcon	Falco peregrinus	356
PEKI	Pearl Kite	Gampsonyx swainsonii	
PEPI	Pechora Pipit	Anthus gustavi	698.10000000000002
PEPT	Pale-eyed Pygmy-Tyrant	Lophotriccus pilaris	
PESA	Pectoral Sandpiper	Calidris melanotos	239
PETH	Pearly-eyed Thrasher	Margarops fuscatus	711.10000000000002
PFGO	Pink-footed Goose	Anser brachyrhynchus	171.19999999999999
PFSH	Pink-footed Shearwater	Puffinus creatopus	91
PHAI	Phainopepla	Phainopepla nitens	620
PHCU	Pheasant Cuckoo	Dromococcyx phasianellus	
PHVI	Philadelphia Vireo	Vireo philadelphicus	626
PHWA	Pink-headed Warbler	Ergaticus versicolor	
PIBI	Pinnated Bittern	Botaurus pinnatus	
PIBT	Pirre Bush-Tanager	Chlorospingus inornatus	
PIBU	Pine Bunting	Emberiza leucocephalos	
PIFL	Piratic Flycatcher	Legatus leucophaius	
PIGR	Pine Grosbeak	Pinicola enucleator	515
PIGU	Pigeon Guillemot	Cepphus columba	29
PIJA	Pinyon Jay	Gymnorhinus cyanocephalus	492
PILF	Pileated Flycatcher	Xenotriccus mexicanus	
PINF	Pine Flycatcher	Empidonax affinis	
PIPL	Piping Plover	Charadrius melodus	277
PIPU	Pied Puffbird	Notharchus tectus	
PIRW	Pirre Warbler	Basileuterus ignotus	
PISI	Pine Siskin	Carduelis pinus	533
PIWA	Pine Warbler	Dendroica pinus	671
PIWO	Pileated Woodpecker	Dryocopus pileatus	405
PIWT	Pied Water-Tyrant	Fluvicola pica	
PLAN	Plain Antvireo	Dysithamnus mentalis	
PLCH	Plain Chachalaca	Ortalis vetula	311
PLHA	Plumbeous Hawk	Leucopternis plumbeus	
PLKI	Plumbeous Kite	Ictinia plumbea	
PLPI	Plain Pigeon	Patagioenas inornata	312.10000000000002
PLTI	Plain Titmouse	Parus inornatus	733.20000000000005
PLVI	Plumbeous Vireo	Vireo plumbeus	629.10000000000002
PLWA	Plumbeous Warbler	Dendroica plumbea	
PLWR	Plain Wren	Thryothorus modestus	
PLXE	Plain Xenops	Xenops minutus	
POJA	Pomarine Jaeger	Stercorarius pomarinus	36
POUL	Poo-uli	Melamprosops phaeosoma	804
PRAW	Prairie Warbler	Dendroica discolor	673
PRBU	Puerto Rican Bullfinch	Loxigilla portoricensis	
PREM	Puerto Rican Emerald	Chlorostilbon maugaeus	440.19999999999999
PRFA	Prairie Falcon	Falco mexicanus	355
PRFL	Puerto Rican Flycatcher	Myiarchus antillarum	455.19999999999999
PRGS	Prevost's Ground-Sparrow	Melozone biarcuata	
PRLC	Puerto Rican Lizard-Cuckoo	Coccyzus vieilloti	385.10000000000002
PRNI	Puerto Rican Nightjar	Caprimulgus noctitherus	417.10000000000002
PROW	Prothonotary Warbler	Protonotaria citrea	637
PRPA	Puerto Rican Parrot	Amazona vittata	382.80000000000001
PRSO	Puerto Rican Screech-Owl	Megascops nudipes	373.39999999999998
PRSP	Puerto Rican Spindalis	Spindalis portoricensis	
PRTA	Puerto Rican Tanager	Nesospingus speculiferus	610.20000000000005
PRTO	Puerto Rican Tody	Todus mexicanus	391.19999999999999
PRVI	Puerto Rican Vireo	Vireo latimeri	633.10000000000002
PRWO	Puerto Rican Woodpecker	Melanerpes portoricensis	407.10000000000002
PSFL	Pacific-slope Flycatcher	Empidonax difficilis	464.10000000000002
PSWS	Puget Sound White-crowned Sparrow	Zonotrichia l. pugetensis	554.70000000000005
PTCA	Purple-throated Carib	Eulampis jugularis	
PTFR	Purple-throated Fruitcrow	Querula purpurata	
PTMG	Purple-throated Mountain-gem	Lampornis calolaemus	
PTSN	Pin-tailed Snipe	Gallinago stenura	
PTWH	Pin-tailed Whydah	Vidua macroura	813.10000000000002
PTWO	Purple-throated Woodstar	Calliphlox mitchellii	
PUAI	Puaiohi	Myadestes palmeri	754.20000000000005
PUFI	Purple Finch	Carpodacus purpureus	517
PUGA	Purple Gallinule	Porphyrio martinica	218
PUHO	Purple Honeycreeper	Cyanerpes caeruleus	
PUMA	Purple Martin	Progne subis	611
PUSA	Purple Sandpiper	Calidris maritima	235
PVPI	Pale-vented Pigeon	Patagioenas cayennensis	
PVTH	Pale-vented Thrush	Turdus obsoletus	
PYNU	Pygmy Nuthatch	Sitta pygmaea	730
PYRR	Pyrrhuloxia	Cardinalis sinuatus	594
RAGM	Red-and-green Macaw	Ara chloropterus	
RAWW	Rufous-and-white Wren	Thryothorus rufalbus	
RAZO	Razorbill	Alca torda	32
RBAN	Rufous-breasted Antthrush	Formicarius rufipectus	
RBAS	Rusty-backed Spinetail	Cranioleuca vulpina	
RBBL	Red-breasted Blackbird	Sturnella militaris	
RBBU	Rose-bellied Bunting	Passerina rositae	
RBEC	Rufous-bellied Chachalaca	Ortalis wagleri	
RBGR	Rose-breasted Grosbeak	Pheucticus ludovicianus	595
RBGU	Ring-billed Gull	Larus delawarensis	54
RBHE	Rufous-breasted Hermit	Glaucis hirsutus	
RBLE	Red-billed Leiothrix	Leiothrix lutea	742.10000000000002
RBME	Red-breasted Merganser	Mergus serrator	130
RBNU	Red-breasted Nuthatch	Sitta canadensis	728
RBPE	Rufous-browed Peppershrike	Cyclarhis gujanensis	
RBPI	Red-billed Pigeon	Patagioenas flavirostris	313
RBRC	Red-breasted Chat	Granatellus venustus	
RBRO	Rufous-backed Robin	Turdus rufopalliatus	762.20000000000005
RBRS	Rufous-breasted Spinetail	Synallaxis erythrothorax	
RBSA	Red-breasted Sapsucker	Sphyrapicus ruber	403
RBSC	Red-billed Scythebill	Campylorhamphus trochilirostris	
RBSE	Ruddy-breasted Seedeater	Sporophila minuta	
RBSW	Rufous-breasted Wren	Thryothorus rutilus	
RBTR	Red-billed Tropicbird	Phaethon aethereus	113
RBTY	Rufous-browed Tyrannulet	Phylloscartes superciliaris	
RBWO	Red-bellied Woodpecker	Melanerpes carolinus	409
RBWW	Rufous-browed Wren	Troglodytes rufociliatus	
RCAT	Red-crowned Ant-Tanager	Habia rubica	
RCBF	Rufous-capped Brush-Finch	Atlapetes pileatus	
RCCA	Red-crested Cardinal	Paroaria coronata	592.20000000000005
RCCO	Red-cheeked Cordonbleu	Uraeginthus bengalus	805
RCGS	Rusty-crowned Ground-Sparrow	Melozone kieneri	
RCHU	Rufous-cheeked Hummingbird	Goethalsia bella	
RCKI	Ruby-crowned Kinglet	Regulus calendula	749
RCMA	Red-capped Manakin	Pipra mentalis	
RCMO	Russet-crowned Motmot	Momotus mexicanus	
RCNT	Ruddy-capped Nightingale-Thrush	Catharus frantzii	
RCOS	Rufous-collared Sparrow	Zonotrichia capensis	
RCPA	Red-crowned Parrot	Amazona viridigenalis	382.60000000000002
RCQD	Russet-crowned Quail-Dove	Geotrygon goldmani	
RCRC	Rufous-crested Coquette	Lophornis delattrei	
RCRO	Rufous-collared Robin	Turdus rufitorques	
RCRW	Red-crowned Woodpecker	Melanerpes rubricapillus	
RCSP	Rufous-crowned Sparrow	Aimophila ruficeps	580
RCWA	Rufous-capped Warbler	Basileuterus rufifrons	692.10000000000002
RCWO	Red-cockaded Woodpecker	Picoides borealis	395
RDTF	Ruddy-tailed Flycatcher	Terenotriccus erythrurus	
REAV	Red Avadavat	Amandava amandava	809
REBU	Reed Bunting	Emberiza schoeniclus	535.5
RECR	Red Crossbill	Loxia curvirostra	521
REDH	Redhead	Aythya americana	146
REDW	Redwing	Turdus iliacus	760
REEG	Reddish Egret	Egretta rufescens	198
REJU	Red Junglefowl	Gallus gallus	
REKN	Red Knot	Calidris canutus	234
REPH	Red Phalarope	Phalaropus fulicarius	222
REQU	Resplendent Quetzal	Pharomachrus mocinno	
RESI	Red Siskin	Carduelis cucullata	532.10000000000002
REVI	Red-eyed Vireo	Vireo olivaceus	624
REWA	Red Warbler	Ergaticus ruber	
RFBL	Red-flanked Bluetail	Tarsiger cyanurus	764.20000000000005
RFBO	Red-footed Booby	Sula sula	116
RFCO	Red-faced Cormorant	Phalacrocorax urile	124
RFPA	Red-fronted Parrotlet	Touit costaricensis	
RFSP	Red-faced Spinetail	Cranioleuca erythrops	
RFTF	Rufous-tailed Flycatcher	Myiarchus validus	
RFWA	Red-faced Warbler	Cardellina rubrifrons	690
RHAU	Rhinoceros Auklet	Cerorhinca monocerata	15
RHBA	Red-headed Barbet	Eubucco bourcierii	
RHTA	Red-headed Tanager	Piranga erythrocephala	
RHWO	Red-headed Woodpecker	Melanerpes erythrocephalus	406
RIHA	Ridgway's Hawk	Buteo ridgwayi	
RIKI	Ringed Kingfisher	Ceryle torquatus	390.10000000000002
RIWR	Riverside Wren	Thryothorus semibadius	
RLHA	Rough-legged Hawk	Buteo lagopus	347
RLHO	Red-legged Honeycreeper	Cyanerpes cyaneus	
RLKI	Red-legged Kittiwake	Rissa brevirostris	41
RLPA	Red-lored Parrot	Amazona autumnalis	
RLTH	Red-legged Thrush	Turdus plumbeus	762.29999999999995
RLTY	Rough-legged Tyrannulet	Phyllomyias burmeisteri	
RMFL	Rusty-margined Flycatcher	Myiozetetes cayanensis	
RMOT	Rufous Motmot	Baryphthengus martii	
RMOU	Rufous Mourner	Rhytipterna holerythra	
RNAW	Rufous-naped Wren	Campylorhynchus rufinucha	
RNDU	Ring-necked Duck	Aythya collaris	150
RNEP	Ring-necked Pheasant	Phasianus colchicus	309.10000000000002
RNGR	Red-necked Grebe	Podiceps grisegena	2
RNPA	Red-necked Parrot	Amazona arausiaca	
RNPH	Red-necked Phalarope	Phalaropus lobatus	223
RNSA	Red-naped Sapsucker	Sphyrapicus nuchalis	402.10000000000002
